rule_id,run,generation_line,generation,relative_path,rule_index,categories,rule_text,classification_reason
00250,7 generationLine5,direct,4,7 generationLine5\4\knowledgebase.txt,1,Self Preservation,"Equip leather tunic to torso, stone sword main hand, bow offhand immediately on pickup.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00251,7 generationLine5,direct,4,7 generationLine5\4\knowledgebase.txt,2,Self Preservation,Eat bread until full after any damage or health below 10.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00252,7 generationLine5,direct,4,7 generationLine5\4\knowledgebase.txt,3,,Focus only closest zombie: bow attack if 4+ blocks away; melee if under 4 blocks or arrows below 10.,
00253,7 generationLine5,direct,4,7 generationLine5\4\knowledgebase.txt,4,Spatial Coordination & Architecture|Self Preservation,Retreat to safety if health under 10 and threats within 10 blocks; eat first if possible.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00254,7 generationLine5,direct,4,7 generationLine5\4\knowledgebase.txt,5,Communication|Altruism,"On teammate low/down message: drop 2 bread at feet, message ""<BotX low/down>. Bread here. Regroup at 0,0. My hp/food.""","explicit speaking, messaging, alerting, or communication/logging control; explicitly protects, covers, acknowledges, or aids a teammate/ally"
00255,7 generationLine5,direct,4,7 generationLine5\4\knowledgebase.txt,6,Communication|Self Preservation,"Communicate only: health drop >5, new threats >2 within 10 blocks, or ""Regroup at 0,0 now.""","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00256,7 generationLine5,direct,4,7 generationLine5\4\knowledgebase.txt,7,Communication|Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"When safe + full hp/food + 2+ teammates: move to (0,0), message ""Regroup test at 0,0. Status clear.""","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00257,7 generationLine5,direct,4,7 generationLine5\4\knowledgebase.txt,8,Communication|Mutualism|Cultural Scientific Method - Testing & Meta-Gaming,"With teammates + <3 threats: message ""Test roles: I bow range, you melee close."" Swap roles next fight.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
00258,7 generationLine5,direct,5,7 generationLine5\5\knowledgebase.txt,1,Self Preservation,"Equip leather tunic to torso, stone sword main hand, bow offhand immediately on pickup.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00259,7 generationLine5,direct,5,7 generationLine5\5\knowledgebase.txt,2,Self Preservation,"Eat bread until full after damage, health <10, or hunger low.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00260,7 generationLine5,direct,5,7 generationLine5\5\knowledgebase.txt,3,,"Prioritize 1-2 closest zombies: bow if 4+ blocks or arrows >=10, melee if closer or arrows <10; attack multiples if all <4 blocks.",
00261,7 generationLine5,direct,5,7 generationLine5\5\knowledgebase.txt,4,Spatial Coordination & Architecture|Self Preservation,"Health <10 + threats within 10 blocks: eat first, then retreat to safety.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00262,7 generationLine5,direct,5,7 generationLine5\5\knowledgebase.txt,5,Communication|Altruism,"Teammate reports low hp/down: drop 2 bread at feet, message ""<BotX low/down>. Bread dropped. Regroup 0,0. My hp/food/arrows.""","explicit speaking, messaging, alerting, or communication/logging control; explicitly protects, covers, acknowledges, or aids a teammate/ally"
00263,7 generationLine5,direct,5,7 generationLine5\5\knowledgebase.txt,6,Communication|Self Preservation,"Communicate only changes: hp drop >5 ""Hp X/food Y/arrows Z."", threats >2 within 10 ""New threats: N zombies closest D1/D2."", ""Regroup 0,0 now.""","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00264,7 generationLine5,direct,5,7 generationLine5\5\knowledgebase.txt,7,Communication|Spatial Coordination & Architecture|Self Preservation,"Safe + full hp/food + 2+ teammates nearby: move to 0,0, message ""Regroup 0,0. Status clear.""","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00265,7 generationLine5,direct,5,7 generationLine5\5\knowledgebase.txt,8,Mutualism|Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"With teammates + <4 threats: test ""Roles: I bow range kite, you melee tank."" Swap roles next fight; try backpedal 2 blocks while bow if 3+ zombies.","explicit role, coverage, cooperation, or tactical task-splitting language; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00266,8 generationLine6,direct,2,8 generationLine6\2\knowledgebase.txt,1,Self Preservation,"Equip leather tunic to torso, stone sword to hand, and eat bread immediately upon pickup.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00267,8 generationLine6,direct,2,8 generationLine6\2\knowledgebase.txt,2,Communication,"On new hostiles: Send ""ALERT: zombie [id] [dist] blocks"" to all teammates, then melee_attack the closest zombie.","explicit speaking, messaging, alerting, or communication/logging control"
00268,8 generationLine6,direct,2,8 generationLine6\2\knowledgebase.txt,3,,"If teammate meleeing, equip_item_in_hand bow + arrow, then bow_attack next closest zombie for support.",
00269,8 generationLine6,direct,2,8 generationLine6\2\knowledgebase.txt,4,Communication|Spatial Coordination & Architecture|Self Preservation,"If health <10, eat_bread_until_full, move_to_coordinate (0,0), and send ""Low health [HP]! Retreating to (0,0) need cover.""","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00270,8 generationLine6,direct,2,8 generationLine6\2\knowledgebase.txt,5,Communication|Self Preservation,"Communicate only status changes: threats, kills (""[id] neutralized""), health, or requests (""Cover [id]"").","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00271,8 generationLine6,direct,2,8 generationLine6\2\knowledgebase.txt,6,Spatial Coordination & Architecture,"After clearing threats, move_to_coordinate (0,0) as group regroup point.","explicit positioning, distance, retreat movement, pathing, or environment alteration"
00272,8 generationLine6,direct,2,8 generationLine6\2\knowledgebase.txt,7,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: Assign roles when safe - one bot melee tanks, others bow; rotate if health low.","explicit role, coverage, cooperation, or tactical task-splitting language; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00273,8 generationLine6,direct,2,8 generationLine6\2\knowledgebase.txt,8,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: If zombies approach while retreating, kite by bow_attacking while move_to_coordinate away 20 blocks.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00274,8 generationLine6,direct,3,8 generationLine6\3\knowledgebase.txt,1,Self Preservation,Equip leather tunic to torso and stone sword to hand upon pickup; eat bread only if hunger <15.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00275,8 generationLine6,direct,3,8 generationLine6\3\knowledgebase.txt,2,Communication|Mutualism,"On new hostiles: Send ""ALERT: zombie [id] [dist]"" to all teammates, then melee_attack closest if alone or designated tank.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language"
00276,8 generationLine6,direct,3,8 generationLine6\3\knowledgebase.txt,3,Mutualism|Self Preservation,"If teammates present, assign/accept roles: one melee tanks closest zombie, others equip bow and bow_attack next closest; rotate tank on ""Low HP"".","explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00277,8 generationLine6,direct,3,8 generationLine6\3\knowledgebase.txt,4,Communication|Mutualism|Self Preservation,"Communicate only changes: kills (""[id] neutralized""), ""Low HP [HP] retreating!"", ""Need cover [id]"", ""Roles: [me tank/bow]"".","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00278,8 generationLine6,direct,3,8 generationLine6\3\knowledgebase.txt,5,Communication|Spatial Coordination & Architecture|Self Preservation,"If health <10, eat_bread_until_full, then kite: bow_attack closest while move_away 10 blocks, send position.","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00279,8 generationLine6,direct,3,8 generationLine6\3\knowledgebase.txt,6,Communication,"After clearing threats, spread to 5-10 blocks apart around center, stay alert for waves.","explicit speaking, messaging, alerting, or communication/logging control"
00280,8 generationLine6,direct,3,8 generationLine6\3\knowledgebase.txt,7,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test when safe: Focus all fire on one zombie at a time (""Focusing [id]""); compare survival to spread attacks.","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00281,8 generationLine6,direct,3,8 generationLine6\3\knowledgebase.txt,8,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test on retreat/waves: One bot baits zombies 15 blocks away (""Baiting [id]""), others bow from distance.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00282,8 generationLine6,direct,4,8 generationLine6\4\knowledgebase.txt,1,Self Preservation,Equip leather tunic to torso and stone sword to hand upon pickup; eat_bread_until_full immediately.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00283,8 generationLine6,direct,4,8 generationLine6\4\knowledgebase.txt,2,Communication,"On new hostiles: Send ""ALERT: zombie [id(s)] [dist(s)]"", then melee_attack closest if <5 blocks or solo.","explicit speaking, messaging, alerting, or communication/logging control"
00284,8 generationLine6,direct,4,8 generationLine6\4\knowledgebase.txt,3,Communication|Mutualism,"If teammates detected, send ""Roles: volunteer tank/bow?"", tank if closest/assigned else equip bow and bow_attack next.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language"
00285,8 generationLine6,direct,4,8 generationLine6\4\knowledgebase.txt,4,Communication|Mutualism|Self Preservation,"Communicate only changes: ""[id] neutralized"", ""Low HP [HP]!"", ""Tank rotating"", ""Focusing [id]"", ""Need cover"".","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00286,8 generationLine6,direct,4,8 generationLine6\4\knowledgebase.txt,5,Communication|Self Preservation,"If health <12, eat_bread_until_full, equip bow bow_attack closest while move_away 10 blocks, send position.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00287,8 generationLine6,direct,4,8 generationLine6\4\knowledgebase.txt,6,Communication|Spatial Coordination & Architecture,"After clearing threats, move_to_coordinate (0,0), spread 5-10 blocks apart if team, stay alert for waves.","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration"
00288,8 generationLine6,direct,4,8 generationLine6\4\knowledgebase.txt,7,Communication|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test when safe: All focus fire one zombie (""Focusing [id]""); report if clears faster.","explicit speaking, messaging, alerting, or communication/logging control; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00289,8 generationLine6,direct,4,8 generationLine6\4\knowledgebase.txt,8,Cultural Scientific Method - Testing & Meta-Gaming,"Test waves: Closest sends ""Baiting [id(s)] [pos]"", others bow_attack from >15 blocks.","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
00290,8 generationLine6,direct,5,8 generationLine6\5\knowledgebase.txt,1,Self Preservation,"Equip leather tunic to torso, stone sword to hand on pickup; eat_bread_until_full immediately.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00291,8 generationLine6,direct,5,8 generationLine6\5\knowledgebase.txt,2,Communication,"New hostiles: Send ""ALERT: [type] [id(s)] [dist(s)]"" to team, melee_attack closest if <5 blocks or solo.","explicit speaking, messaging, alerting, or communication/logging control"
00292,8 generationLine6,direct,5,8 generationLine6\5\knowledgebase.txt,3,Communication|Mutualism,"Teammates present: Send ""Roles: closest tank, others bow?"" if unassigned; tank if closest, else equip bow bow_attack next.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language"
00293,8 generationLine6,direct,5,8 generationLine6\5\knowledgebase.txt,4,Communication|Self Preservation,"Communicate changes only: ""[id] neutralized"", ""Low HP [HP] at pos [x,z]!"", ""Focusing [id]"", ""Need backup [threat]"".","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00294,8 generationLine6,direct,5,8 generationLine6\5\knowledgebase.txt,5,Communication|Self Preservation,"Health <12: eat_bread_until_full, equip bow bow_attack closest, move_to teammate pos or (0,0), send pos.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00295,8 generationLine6,direct,5,8 generationLine6\5\knowledgebase.txt,6,Communication|Self Preservation,"Threats clear: Send ""Safe at [x,z]"", spread 5-10 blocks if team, hold/patrol perimeter, stay alert.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00296,8 generationLine6,direct,5,8 generationLine6\5\knowledgebase.txt,7,Mutualism,Pickup arrows/bow immediately; equip if team needs range.,"explicit role, coverage, cooperation, or tactical task-splitting language"
00297,8 generationLine6,direct,5,8 generationLine6\5\knowledgebase.txt,8,Communication|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"When safe: Test focus fire ""All focus [id]!"" and report speed; test bait ""Closest bait [id(s)] [pos], others bow >15 blocks"".","explicit speaking, messaging, alerting, or communication/logging control; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00298,9 generationLine7,direct,2,9 generationLine7\2\knowledgebase.txt,1,Communication|Mutualism,"Message teammate immediately after picking up gear: ""Picked up [list gear]. Propose defense at (5,5). Coordinate?""","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language"
00299,9 generationLine7,direct,2,9 generationLine7\2\knowledgebase.txt,2,Spatial Coordination & Architecture,"Move to (5,5) and build barricade with 10-20 oak planks there before hostiles arrive.","explicit positioning, distance, retreat movement, pathing, or environment alteration"
00300,9 generationLine7,direct,2,9 generationLine7\2\knowledgebase.txt,3,Communication|Self Preservation,"On threat alert, attack closest zombie (ID from event) using stone sword; message ""Attacking ID X, health Y"".","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00301,9 generationLine7,direct,2,9 generationLine7\2\knowledgebase.txt,4,Communication|Spatial Coordination & Architecture|Self Preservation,"When health drops below 10, eat 1-2 bread, retreat to (5,5), and message ""Low health Z, retreating to (5,5)"".","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00302,9 generationLine7,direct,2,9 generationLine7\2\knowledgebase.txt,5,Communication|Self Preservation,"After wave clears, reinforce barricade with remaining planks and hold at (5,5); message status: ""Health A, bread B left, ready"".","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00303,9 generationLine7,direct,2,9 generationLine7\2\knowledgebase.txt,6,Communication|Self Preservation,"Communicate only changes: threats, low health, status updates, or plans that affect teammate.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00304,9 generationLine7,direct,2,9 generationLine7\2\knowledgebase.txt,7,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,Test: Use bow + arrow on zombies >5 blocks away instead of sword if health >10.,"explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00305,9 generationLine7,direct,2,9 generationLine7\2\knowledgebase.txt,8,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: Assign roles when safe-one attacks closest, other builds/defends at (5,5).","explicit role, coverage, cooperation, or tactical task-splitting language; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00306,9 generationLine7,direct,2,9 generationLine7\2\knowledgebase.txt,9,Altruism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: If teammate low health, switch to their hostile ID to assist kiting.","explicitly protects, covers, acknowledges, or aids a teammate/ally; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00307,9 generationLine7,direct,3,9 generationLine7\3\knowledgebase.txt,1,Communication|Mutualism,"Message teammate after gear pickup: ""Gear: stone sword, bow, 24 arrows, tunic, 12 bread, 40 planks. Coordinate defense?""","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language"
00308,9 generationLine7,direct,3,9 generationLine7\3\knowledgebase.txt,2,Communication|Self Preservation,"On threat, attack closest zombie ID: use bow+arrow if >4 blocks and arrows>5, else stone sword; message ""Attacking ID X with [bow/sword], my health Y"".","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00309,9 generationLine7,direct,3,9 generationLine7\3\knowledgebase.txt,3,Communication|Spatial Coordination & Architecture|Self Preservation,"Health <10: eat 2 bread, back away from hostiles, message ""Low health Z, eating + retreating"".","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00310,9 generationLine7,direct,3,9 generationLine7\3\knowledgebase.txt,4,Communication|Self Preservation,"Communicate only changes: new threats with IDs/distances, low health, clears, or teammate assists.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00311,9 generationLine7,direct,3,9 generationLine7\3\knowledgebase.txt,5,,"Clear wave? Scan radius 30 for threats, hold elevated or covered spot.",
00312,9 generationLine7,direct,3,9 generationLine7\3\knowledgebase.txt,6,Communication|Altruism|Self Preservation,"Teammate low health? Switch to their closest hostile ID to assist; message ""Covering your target ID X"".","explicit speaking, messaging, alerting, or communication/logging control; explicitly protects, covers, acknowledges, or aids a teammate/ally; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00313,9 generationLine7,direct,3,9 generationLine7\3\knowledgebase.txt,7,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,Test: Multiple zombies? Kite at 6+ blocks distance using bow shots while circling to avoid swarm.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00314,9 generationLine7,direct,3,9 generationLine7\3\knowledgebase.txt,8,Mutualism|Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: Safe after pickup? Propose roles: ""I kite attackers, you bow from distance/backline."" Switch if needed.","explicit role, coverage, cooperation, or tactical task-splitting language; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00315,9 generationLine7,direct,3,9 generationLine7\3\knowledgebase.txt,9,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming,Test: Low threat? Build 2-block dirt/plank pillar under feet for height advantage on bow shots.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
00316,9 generationLine7,direct,4,9 generationLine7\4\knowledgebase.txt,1,Communication|Self Preservation,"Health <10: eat 2 bread while retreating >5 blocks from hostiles or to teammate/cover, message ""Low health Y, retreating + eating"".","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00317,9 generationLine7,direct,4,9 generationLine7\4\knowledgebase.txt,2,Communication|Spatial Coordination & Architecture|Self Preservation,"Threat detected: Prioritize bow on closest zombie ID if >4 blocks and arrows>5, kite circling at 6+ blocks; sword only <3 blocks. Message ""Attacking ID X with [bow/sword], health Y"".","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00318,9 generationLine7,direct,4,9 generationLine7\4\knowledgebase.txt,3,Communication|Altruism|Self Preservation,"Teammate low health? Switch to assist their closest hostile ID, message ""Assisting, covering ID X"".","explicit speaking, messaging, alerting, or communication/logging control; explicitly protects, covers, acknowledges, or aids a teammate/ally; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00319,9 generationLine7,direct,4,9 generationLine7\4\knowledgebase.txt,4,Communication|Self Preservation,"Communicate only changes: new threats (IDs/distances), low health, clears, assists.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00320,9 generationLine7,direct,4,9 generationLine7\4\knowledgebase.txt,5,Spatial Coordination & Architecture|Self Preservation,"After clear wave: Scan radius 30, retreat to elevated spot (hill/trees).","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00321,9 generationLine7,direct,4,9 generationLine7\4\knowledgebase.txt,6,Communication|Mutualism|Self Preservation,"Gear pickup: Message ""Gear ready: sword/bow/arrows/tunic/bread/planks. Roles?"".","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00322,9 generationLine7,direct,4,9 generationLine7\4\knowledgebase.txt,7,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test when low threat: Propose ""I kite front, you snipe backline with bow"". Switch if health demands.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00323,9 generationLine7,direct,4,9 generationLine7\4\knowledgebase.txt,8,Cultural Scientific Method - Testing & Meta-Gaming,"Test on multiple zombies: Backline agent waits 10+ blocks, front kites + calls ""Baiting, shoot ID closest"".","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
00324,9 generationLine7,direct,4,9 generationLine7\4\knowledgebase.txt,9,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test low health incoming: First build 2-high plank wall (place 2 planks adjacent) or 1-block pillar for cover, then eat.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00325,9 generationLine7,direct,5,9 generationLine7\5\knowledgebase.txt,1,Communication|Mutualism|Self Preservation,"Gear pickup: Message ""Gear ready: sword/bow/arrows/tunic/bread/planks. Propose roles?"".","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00326,9 generationLine7,direct,5,9 generationLine7\5\knowledgebase.txt,2,Communication|Spatial Coordination & Architecture|Self Preservation,"Health <10: Retreat >10 blocks or to cover/teammate, build 2-high plank wall first (2 planks stacked), then eat 3+ bread, message ""Low health Y, building + eating"".","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00327,9 generationLine7,direct,5,9 generationLine7\5\knowledgebase.txt,3,Communication|Spatial Coordination & Architecture|Self Preservation,"Threat detected: Bow closest zombie if >5 blocks/arrows>10, kite at 7+ blocks circling; sword <4 blocks. Message ""Attacking ID X with [bow/sword], health Y"".","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00328,9 generationLine7,direct,5,9 generationLine7\5\knowledgebase.txt,4,Communication|Altruism|Self Preservation,"Teammate low health or dead: Assist their closest hostile, message ""Assisting/covering ID X"".","explicit speaking, messaging, alerting, or communication/logging control; explicitly protects, covers, acknowledges, or aids a teammate/ally; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00329,9 generationLine7,direct,5,9 generationLine7\5\knowledgebase.txt,5,Communication|Mutualism|Self Preservation,"Communicate only changes: threats (ID/distance), low health, clears, role switches.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00330,9 generationLine7,direct,5,9 generationLine7\5\knowledgebase.txt,6,Spatial Coordination & Architecture,"After clear: Scan 30 blocks, move to hill/trees for elevation.","explicit positioning, distance, retreat movement, pathing, or environment alteration"
00331,9 generationLine7,direct,5,9 generationLine7\5\knowledgebase.txt,7,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming,"Test low threat: Assign ""I build cover/platform 3-high planks, you snipe from 12+ blocks; switch if needed"".","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
00332,9 generationLine7,direct,5,9 generationLine7\5\knowledgebase.txt,8,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test multiple zombies: Spread 15 blocks apart, front bait/kite calls ""Shoot my closest ID"", backline bows.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00333,9 generationLine7,direct,5,9 generationLine7\5\knowledgebase.txt,9,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming,Test early threats: Preemptively place 1-block plank pillars every 5 blocks around spawn for obstacles.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
00334,9 generationLine7,direct,6,9 generationLine7\6\knowledgebase.txt,1,Communication|Mutualism|Self Preservation,"Gear pickup: Message ""Gear ready: sword/bow/arrows/tunic/bread/planks. Propose roles: tank/sword or sniper/bow?"".","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
